Country,Region,Q1,Q25,Q26
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,3,2
Saudi Arabia,Middle East,3,3,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,NA,NA
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,4,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,5,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,3,2
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,4
Saudi Arabia,Middle East,1,NA,NA
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,2,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,4
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,3,4
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,1,2,1
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,3,4
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,4,NA,NA
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,4,4
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,4,2,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,3,3
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,2,2
Saudi Arabia,Middle East,2,2,4
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,2,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,1,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,3,4,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,1,4
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,3,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,4,2
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,2,1,5
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,5
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,3,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,2,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,3,2
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,4,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,2,1,4
Saudi Arabia,Middle East,2,2,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,2,3
Saudi Arabia,Middle East,4,2,2
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,1,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,3,1,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,99
Saudi Arabia,Middle East,3,2,99
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,2,2
Saudi Arabia,Middle East,2,2,3
Saudi Arabia,Middle East,3,4,3
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,4,1,2
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,4,4
Saudi Arabia,Middle East,4,NA,NA
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,4,NA,NA
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,4,NA,NA
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,1,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,99,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,99,1,1
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,4,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,99
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,2,3
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,4,3,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,5,3
Saudi Arabia,Middle East,2,1,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,3
Saudi Arabia,Middle East,2,3,4
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,4,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,3,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,4,5
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,1,3,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,1,NA,NA
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,3
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,4,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,2,4
Saudi Arabia,Middle East,3,4,4
Saudi Arabia,Middle East,2,2,5
Saudi Arabia,Middle East,3,4,2
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,1,2
Saudi Arabia,Middle East,1,3,3
Saudi Arabia,Middle East,2,4,3
Saudi Arabia,Middle East,4,NA,NA
Saudi Arabia,Middle East,2,2,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,2,3,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,2,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,3,3,2
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,3
Saudi Arabia,Middle East,3,2,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,99,2
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,3,4,4
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,3,2,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,3,3
Saudi Arabia,Middle East,4,1,2
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,3,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,4
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,5,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,1,2
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,4,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,1,3,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,1,1,99
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,4,2,1
Saudi Arabia,Middle East,2,3,4
Saudi Arabia,Middle East,2,4,4
Saudi Arabia,Middle East,3,1,3
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,3
Saudi Arabia,Middle East,2,2,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,NA,NA
Saudi Arabia,Middle East,2,5,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,5,1
Saudi Arabia,Middle East,3,4,4
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,3,2,99
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,1,2,3
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,NA,NA
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,NA,NA
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,4,3,3
Saudi Arabia,Middle East,3,4,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,1,99
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,4,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,2,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,5,5
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,3,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,2,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,4,2
Saudi Arabia,Middle East,3,2,2
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,1,2,2
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,1,2,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,4,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,4,2
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,1,3,1
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,4,2,2
Saudi Arabia,Middle East,2,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,2,1
Saudi Arabia,Middle East,3,1,99
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,4,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,1,2,1
Saudi Arabia,Middle East,1,1,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,2
Saudi Arabia,Middle East,2,1,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,1,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,3,4,5
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,1,1,1
Saudi Arabia,Middle East,3,2,4
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,1,1,2
Saudi Arabia,Middle East,2,2,4
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,2,3
Saudi Arabia,Middle East,2,2,1
Saudi Arabia,Middle East,1,2,1
Saudi Arabia,Middle East,2,2,2
Saudi Arabia,Middle East,3,3,3
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,3,2
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,2,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,2,NA,NA
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,4,NA,NA
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,1
Saudi Arabia,Middle East,3,1,3
Saudi Arabia,Middle East,2,3,3
Saudi Arabia,Middle East,1,3,3
